user_id,user_name,department,competency_id,competency_name,domain,latest_score,gap_level,priority,last_assessed
52,Pooja Srivastava,NSSTA,10,R Programming,Technical,85.1,proficient,4,2026-08-02
52,Pooja Srivastava,NSSTA,14,Machine Learning Basics,Technical,83.6,minor,3,2026-06-13
52,Pooja Srivastava,NSSTA,21,Communication Skills,Behavioural,100.0,proficient,4,2026-03-11
53,Geeta Verma,National Statistical Office,5,National Accounts,Statistics,88.5,proficient,4,2026-03-09
53,Geeta Verma,National Statistical Office,7,Labour Statistics,Statistics,71.1,minor,3,2026-04-04
53,Geeta Verma,National Statistical Office,14,Machine Learning Basics,Technical,71.9,minor,3,2026-04-22
53,Geeta Verma,National Statistical Office,20,Project Management,Behavioural,75.9,minor,3,2026-07-02
53,Geeta Verma,National Statistical Office,21,Communication Skills,Behavioural,52.1,moderate,2,2026-06-13
54,Sanjay Mishra,CRS,3,Sampling Techniques,Statistics,90.1,proficient,4,2026-03-06
54,Sanjay Mishra,CRS,4,Data Analysis,Statistics,100.0,proficient,4,2026-05-04
54,Sanjay Mishra,CRS,8,SDG Indicators,Statistics,67.1,moderate,2,2026-08-29
54,Sanjay Mishra,CRS,13,Data Visualization,Technical,77.8,minor,3,2026-05-25
54,Sanjay Mishra,CRS,16,Cybersecurity,Digital Governance,84.6,minor,3,2026-03-25
54,Sanjay Mishra,CRS,17,Data Privacy & PDPB,Digital Governance,64.0,moderate,2,2026-08-11
55,Priya Mishra,CRS,3,Sampling Techniques,Statistics,99.8,proficient,4,2026-06-14
55,Priya Mishra,CRS,5,National Accounts,Statistics,71.7,minor,3,2026-03-06
55,Priya Mishra,CRS,7,Labour Statistics,Statistics,57.4,moderate,2,2026-06-14
55,Priya Mishra,CRS,17,Data Privacy & PDPB,Digital Governance,75.8,minor,3,2026-05-13
55,Priya Mishra,CRS,18,Digital Signatures,Digital Governance,62.2,moderate,2,2026-04-21
56,Ramesh Shah,NITI Aayog,1,Statistical Methods,Statistics,33.7,critical,1,2026-04-08
56,Ramesh Shah,NITI Aayog,4,Data Analysis,Statistics,62.1,moderate,2,2026-07-06
56,Ramesh Shah,NITI Aayog,5,National Accounts,Statistics,33.4,critical,1,2026-08-29
56,Ramesh Shah,NITI Aayog,6,Price Statistics,Statistics,58.2,moderate,2,2026-04-27
56,Ramesh Shah,NITI Aayog,9,Python Programming,Technical,32.1,critical,1,2026-04-27
56,Ramesh Shah,NITI Aayog,12,GIS & Mapping,Technical,48.7,critical,1,2026-07-05
56,Ramesh Shah,NITI Aayog,22,Change Management,Behavioural,42.5,critical,1,2026-04-13
57,Pooja Pillai,Ministry of Statistics & PI,2,Survey Design,Statistics,76.8,minor,3,2026-07-25
57,Pooja Pillai,Ministry of Statistics & PI,4,Data Analysis,Statistics,92.8,proficient,4,2026-08-15
57,Pooja Pillai,Ministry of Statistics & PI,6,Price Statistics,Statistics,93.2,proficient,4,2026-04-16
57,Pooja Pillai,Ministry of Statistics & PI,17,Data Privacy & PDPB,Digital Governance,100.0,proficient,4,2026-08-30
57,Pooja Pillai,Ministry of Statistics & PI,22,Change Management,Behavioural,50.8,moderate,2,2026-03-26
58,Vinod Srivastava,NITI Aayog,1,Statistical Methods,Statistics,39.8,critical,1,2026-08-09
58,Vinod Srivastava,NITI Aayog,11,SQL & Databases,Technical,76.0,minor,3,2026-05-07
58,Vinod Srivastava,NITI Aayog,13,Data Visualization,Technical,85.7,proficient,4,2026-05-13
58,Vinod Srivastava,NITI Aayog,21,Communication Skills,Behavioural,80.3,minor,3,2026-05-17
58,Vinod Srivastava,NITI Aayog,22,Change Management,Behavioural,67.0,moderate,2,2026-04-25
59,Amit Srivastava,NITI Aayog,5,National Accounts,Statistics,100.0,proficient,4,2026-07-12
59,Amit Srivastava,NITI Aayog,6,Price Statistics,Statistics,84.3,minor,3,2026-08-08
59,Amit Srivastava,NITI Aayog,8,SDG Indicators,Statistics,99.9,proficient,4,2026-05-09
59,Amit Srivastava,NITI Aayog,9,Python Programming,Technical,60.2,moderate,2,2026-08-02
59,Amit Srivastava,NITI Aayog,10,R Programming,Technical,100.0,proficient,4,2026-04-17
59,Amit Srivastava,NITI Aayog,11,SQL & Databases,Technical,100.0,proficient,4,2026-03-07
59,Amit Srivastava,NITI Aayog,13,Data Visualization,Technical,69.6,moderate,2,2026-06-02
59,Amit Srivastava,NITI Aayog,18,Digital Signatures,Digital Governance,72.0,minor,3,2026-06-27
60,Asha Singh,CRS,1,Statistical Methods,Statistics,89.0,proficient,4,2026-08-20
60,Asha Singh,CRS,2,Survey Design,Statistics,78.9,minor,3,2026-04-27
60,Asha Singh,CRS,4,Data Analysis,Statistics,49.7,critical,1,2026-03-10
60,Asha Singh,CRS,5,National Accounts,Statistics,42.1,critical,1,2026-08-27
60,Asha Singh,CRS,8,SDG Indicators,Statistics,86.6,proficient,4,2026-06-23
60,Asha Singh,CRS,22,Change Management,Behavioural,40.9,critical,1,2026-07-31
61,Mukesh Tiwari,DGET,2,Survey Design,Statistics,64.4,moderate,2,2026-05-27
61,Mukesh Tiwari,DGET,5,National Accounts,Statistics,55.8,moderate,2,2026-03-21
61,Mukesh Tiwari,DGET,8,SDG Indicators,Statistics,46.8,critical,1,2026-06-12
61,Mukesh Tiwari,DGET,15,Cloud Computing,Technical,68.4,moderate,2,2026-04-14
61,Mukesh Tiwari,DGET,20,Project Management,Behavioural,66.8,moderate,2,2026-06-11
62,Ravi Mishra,DGET,1,Statistical Methods,Statistics,10.0,critical,1,2026-04-07
62,Ravi Mishra,DGET,2,Survey Design,Statistics,49.6,critical,1,2026-04-03
62,Ravi Mishra,DGET,8,SDG Indicators,Statistics,83.5,minor,3,2026-06-25
62,Ravi Mishra,DGET,9,Python Programming,Technical,94.3,proficient,4,2026-04-03
62,Ravi Mishra,DGET,12,GIS & Mapping,Technical,87.0,proficient,4,2026-09-01
62,Ravi Mishra,DGET,16,Cybersecurity,Digital Governance,100.0,proficient,4,2026-04-28
62,Ravi Mishra,DGET,17,Data Privacy & PDPB,Digital Governance,80.9,minor,3,2026-08-23
63,Rajesh Tiwari,CSO,5,National Accounts,Statistics,75.5,minor,3,2026-06-07
63,Rajesh Tiwari,CSO,6,Price Statistics,Statistics,94.2,proficient,4,2026-07-06
63,Rajesh Tiwari,CSO,7,Labour Statistics,Statistics,82.2,minor,3,2026-05-29
63,Rajesh Tiwari,CSO,11,SQL & Databases,Technical,81.9,minor,3,2026-03-19
63,Rajesh Tiwari,CSO,20,Project Management,Behavioural,92.0,proficient,4,2026-04-04
64,Harish Chaudhary,CSO,5,National Accounts,Statistics,40.0,critical,1,2026-08-05
64,Harish Chaudhary,CSO,6,Price Statistics,Statistics,69.1,moderate,2,2026-03-22
64,Harish Chaudhary,CSO,10,R Programming,Technical,51.9,moderate,2,2026-03-14
64,Harish Chaudhary,CSO,12,GIS & Mapping,Technical,63.2,moderate,2,2026-08-07
64,Harish Chaudhary,CSO,13,Data Visualization,Technical,30.0,critical,1,2026-07-03
64,Harish Chaudhary,CSO,19,Leadership,Behavioural,96.8,proficient,4,2026-07-17
64,Harish Chaudhary,CSO,21,Communication Skills,Behavioural,67.8,moderate,2,2026-05-19
64,Harish Chaudhary,CSO,22,Change Management,Behavioural,44.7,critical,1,2026-06-30
65,Ashok Shah,Ministry of Agriculture,3,Sampling Techniques,Statistics,50.7,moderate,2,2026-08-20
65,Ashok Shah,Ministry of Agriculture,6,Price Statistics,Statistics,34.2,critical,1,2026-07-23
65,Ashok Shah,Ministry of Agriculture,8,SDG Indicators,Statistics,10.0,critical,1,2026-08-25
65,Ashok Shah,Ministry of Agriculture,15,Cloud Computing,Technical,60.6,moderate,2,2026-03-16
65,Ashok Shah,Ministry of Agriculture,19,Leadership,Behavioural,46.8,critical,1,2026-08-14
65,Ashok Shah,Ministry of Agriculture,21,Communication Skills,Behavioural,40.9,critical,1,2026-08-13
66,Sanjay Mishra,Ministry of Statistics & PI,2,Survey Design,Statistics,42.2,critical,1,2026-05-12
66,Sanjay Mishra,Ministry of Statistics & PI,5,National Accounts,Statistics,61.6,moderate,2,2026-07-16
66,Sanjay Mishra,Ministry of Statistics & PI,12,GIS & Mapping,Technical,67.2,moderate,2,2026-04-10
66,Sanjay Mishra,Ministry of Statistics & PI,16,Cybersecurity,Digital Governance,52.5,moderate,2,2026-04-29
66,Sanjay Mishra,Ministry of Statistics & PI,18,Digital Signatures,Digital Governance,54.6,moderate,2,2026-03-22
66,Sanjay Mishra,Ministry of Statistics & PI,19,Leadership,Behavioural,62.1,moderate,2,2026-07-12
67,Pushpa Srivastava,Ministry of Agriculture,4,Data Analysis,Statistics,65.1,moderate,2,2026-08-12
67,Pushpa Srivastava,Ministry of Agriculture,5,National Accounts,Statistics,95.6,proficient,4,2026-04-13
67,Pushpa Srivastava,Ministry of Agriculture,22,Change Management,Behavioural,89.9,proficient,4,2026-04-17
68,Shobha Yadav,Ministry of Statistics & PI,2,Survey Design,Statistics,46.0,critical,1,2026-07-14
68,Shobha Yadav,Ministry of Statistics & PI,4,Data Analysis,Statistics,92.8,proficient,4,2026-08-05
68,Shobha Yadav,Ministry of Statistics & PI,5,National Accounts,Statistics,96.7,proficient,4,2026-05-17
68,Shobha Yadav,Ministry of Statistics & PI,17,Data Privacy & PDPB,Digital Governance,98.3,proficient,4,2026-04-02
68,Shobha Yadav,Ministry of Statistics & PI,19,Leadership,Behavioural,98.5,proficient,4,2026-08-10
68,Shobha Yadav,Ministry of Statistics & PI,21,Communication Skills,Behavioural,71.2,minor,3,2026-08-29
69,Pooja Shah,Ministry of Statistics & PI,4,Data Analysis,Statistics,61.1,moderate,2,2026-08-23
69,Pooja Shah,Ministry of Statistics & PI,9,Python Programming,Technical,86.7,proficient,4,2026-03-31
69,Pooja Shah,Ministry of Statistics & PI,10,R Programming,Technical,63.0,moderate,2,2026-08-23
69,Pooja Shah,Ministry of Statistics & PI,12,GIS & Mapping,Technical,53.3,moderate,2,2026-06-14
69,Pooja Shah,Ministry of Statistics & PI,13,Data Visualization,Technical,90.8,proficient,4,2026-07-09
69,Pooja Shah,Ministry of Statistics & PI,14,Machine Learning Basics,Technical,13.9,critical,1,2026-07-05
69,Pooja Shah,Ministry of Statistics & PI,18,Digital Signatures,Digital Governance,70.5,minor,3,2026-08-20
70,Ravi Chaudhary,NITI Aayog,2,Survey Design,Statistics,86.9,proficient,4,2026-03-11
70,Ravi Chaudhary,NITI Aayog,6,Price Statistics,Statistics,79.3,minor,3,2026-06-27
70,Ravi Chaudhary,NITI Aayog,12,GIS & Mapping,Technical,37.2,critical,1,2026-05-06
70,Ravi Chaudhary,NITI Aayog,16,Cybersecurity,Digital Governance,100.0,proficient,4,2026-07-19
70,Ravi Chaudhary,NITI Aayog,17,Data Privacy & PDPB,Digital Governance,87.3,proficient,4,2026-08-24
70,Ravi Chaudhary,NITI Aayog,21,Communication Skills,Behavioural,93.1,proficient,4,2026-04-04
71,Mukesh Srivastava,Ministry of Finance,1,Statistical Methods,Statistics,68.5,moderate,2,2026-03-21
71,Mukesh Srivastava,Ministry of Finance,2,Survey Design,Statistics,82.9,minor,3,2026-04-05
71,Mukesh Srivastava,Ministry of Finance,3,Sampling Techniques,Statistics,85.5,proficient,4,2026-04-23
71,Mukesh Srivastava,Ministry of Finance,6,Price Statistics,Statistics,100.0,proficient,4,2026-04-11
71,Mukesh Srivastava,Ministry of Finance,7,Labour Statistics,Statistics,68.4,moderate,2,2026-08-16
71,Mukesh Srivastava,Ministry of Finance,10,R Programming,Technical,95.8,proficient,4,2026-07-30
71,Mukesh Srivastava,Ministry of Finance,13,Data Visualization,Technical,63.7,moderate,2,2026-05-07
71,Mukesh Srivastava,Ministry of Finance,14,Machine Learning Basics,Technical,63.5,moderate,2,2026-06-23
72,Manoj Yadav,MOSPI Field Operations,5,National Accounts,Statistics,87.5,proficient,4,2026-03-14
72,Manoj Yadav,MOSPI Field Operations,7,Labour Statistics,Statistics,67.7,moderate,2,2026-06-06
72,Manoj Yadav,MOSPI Field Operations,10,R Programming,Technical,30.4,critical,1,2026-06-18
72,Manoj Yadav,MOSPI Field Operations,17,Data Privacy & PDPB,Digital Governance,59.2,moderate,2,2026-06-18
72,Manoj Yadav,MOSPI Field Operations,21,Communication Skills,Behavioural,72.5,minor,3,2026-03-11
73,Harish Singh,CSO,5,National Accounts,Statistics,74.1,minor,3,2026-05-29
73,Harish Singh,CSO,9,Python Programming,Technical,68.8,moderate,2,2026-08-02
73,Harish Singh,CSO,16,Cybersecurity,Digital Governance,71.6,minor,3,2026-03-18
74,Anita Patel,CSO,2,Survey Design,Statistics,97.7,proficient,4,2026-05-19
74,Anita Patel,CSO,3,Sampling Techniques,Statistics,80.2,minor,3,2026-04-29
74,Anita Patel,CSO,16,Cybersecurity,Digital Governance,80.1,minor,3,2026-03-23
74,Anita Patel,CSO,19,Leadership,Behavioural,61.7,moderate,2,2026-08-12
74,Anita Patel,CSO,20,Project Management,Behavioural,94.0,proficient,4,2026-06-13
74,Anita Patel,CSO,21,Communication Skills,Behavioural,67.8,moderate,2,2026-06-06
75,Vikram Srivastava,CRS,1,Statistical Methods,Statistics,85.8,proficient,4,2026-05-13
75,Vikram Srivastava,CRS,2,Survey Design,Statistics,60.7,moderate,2,2026-06-02
75,Vikram Srivastava,CRS,13,Data Visualization,Technical,38.5,critical,1,2026-08-28
75,Vikram Srivastava,CRS,14,Machine Learning Basics,Technical,60.9,moderate,2,2026-07-06
75,Vikram Srivastava,CRS,16,Cybersecurity,Digital Governance,61.3,moderate,2,2026-04-04
75,Vikram Srivastava,CRS,22,Change Management,Behavioural,51.5,moderate,2,2026-06-17
76,Nisha Srivastava,Ministry of Agriculture,1,Statistical Methods,Statistics,94.9,proficient,4,2026-03-16
76,Nisha Srivastava,Ministry of Agriculture,6,Price Statistics,Statistics,93.4,proficient,4,2026-07-20
76,Nisha Srivastava,Ministry of Agriculture,8,SDG Indicators,Statistics,75.3,minor,3,2026-03-09
76,Nisha Srivastava,Ministry of Agriculture,13,Data Visualization,Technical,100.0,proficient,4,2026-05-28
77,Rajesh Agarwal,DGET,13,Data Visualization,Technical,52.4,moderate,2,2026-06-21
77,Rajesh Agarwal,DGET,14,Machine Learning Basics,Technical,82.2,minor,3,2026-06-16
77,Rajesh Agarwal,DGET,15,Cloud Computing,Technical,82.0,minor,3,2026-06-24
78,Sanjay Joshi,Ministry of Finance,4,Data Analysis,Statistics,43.9,critical,1,2026-07-12
78,Sanjay Joshi,Ministry of Finance,7,Labour Statistics,Statistics,77.8,minor,3,2026-09-01
78,Sanjay Joshi,Ministry of Finance,16,Cybersecurity,Digital Governance,51.8,moderate,2,2026-07-10
79,Arun Chaudhary,Ministry of Agriculture,3,Sampling Techniques,Statistics,18.8,critical,1,2026-06-18
79,Arun Chaudhary,Ministry of Agriculture,4,Data Analysis,Statistics,41.3,critical,1,2026-03-12
79,Arun Chaudhary,Ministry of Agriculture,22,Change Management,Behavioural,55.5,moderate,2,2026-08-07
80,Priya Singh,DGET,1,Statistical Methods,Statistics,82.6,minor,3,2026-08-04
80,Priya Singh,DGET,2,Survey Design,Statistics,57.4,moderate,2,2026-05-08
80,Priya Singh,DGET,4,Data Analysis,Statistics,100.0,proficient,4,2026-06-06
80,Priya Singh,DGET,5,National Accounts,Statistics,100.0,proficient,4,2026-07-23
80,Priya Singh,DGET,14,Machine Learning Basics,Technical,90.7,proficient,4,2026-06-02
81,Sunita Joshi,CRS,14,Machine Learning Basics,Technical,75.7,minor,3,2026-03-29
81,Sunita Joshi,CRS,16,Cybersecurity,Digital Governance,74.7,minor,3,2026-06-27
81,Sunita Joshi,CRS,19,Leadership,Behavioural,41.3,critical,1,2026-05-01
82,Naresh Joshi,MOSPI Field Operations,1,Statistical Methods,Statistics,55.5,moderate,2,2026-08-30
82,Naresh Joshi,MOSPI Field Operations,4,Data Analysis,Statistics,62.1,moderate,2,2026-03-18
82,Naresh Joshi,MOSPI Field Operations,7,Labour Statistics,Statistics,87.0,proficient,4,2026-08-09
82,Naresh Joshi,MOSPI Field Operations,8,SDG Indicators,Statistics,63.6,moderate,2,2026-05-21
82,Naresh Joshi,MOSPI Field Operations,11,SQL & Databases,Technical,64.6,moderate,2,2026-06-05
82,Naresh Joshi,MOSPI Field Operations,17,Data Privacy & PDPB,Digital Governance,46.7,critical,1,2026-04-28
82,Naresh Joshi,MOSPI Field Operations,19,Leadership,Behavioural,73.6,minor,3,2026-06-22
82,Naresh Joshi,MOSPI Field Operations,22,Change Management,Behavioural,71.8,minor,3,2026-04-27
83,Sunita Agarwal,National Statistical Office,7,Labour Statistics,Statistics,97.9,proficient,4,2026-07-15
83,Sunita Agarwal,National Statistical Office,10,R Programming,Technical,100.0,proficient,4,2026-09-01
83,Sunita Agarwal,National Statistical Office,15,Cloud Computing,Technical,58.3,moderate,2,2026-07-15
83,Sunita Agarwal,National Statistical Office,17,Data Privacy & PDPB,Digital Governance,66.6,moderate,2,2026-03-06
83,Sunita Agarwal,National Statistical Office,18,Digital Signatures,Digital Governance,100.0,proficient,4,2026-07-28
83,Sunita Agarwal,National Statistical Office,20,Project Management,Behavioural,87.0,proficient,4,2026-05-08
83,Sunita Agarwal,National Statistical Office,21,Communication Skills,Behavioural,69.9,moderate,2,2026-05-09
84,Deepak Kumar,NSSTA,2,Survey Design,Statistics,38.6,critical,1,2026-06-23
84,Deepak Kumar,NSSTA,4,Data Analysis,Statistics,37.7,critical,1,2026-07-18
84,Deepak Kumar,NSSTA,11,SQL & Databases,Technical,30.9,critical,1,2026-04-13
84,Deepak Kumar,NSSTA,14,Machine Learning Basics,Technical,45.0,critical,1,2026-04-25
84,Deepak Kumar,NSSTA,15,Cloud Computing,Technical,58.9,moderate,2,2026-06-17
84,Deepak Kumar,NSSTA,17,Data Privacy & PDPB,Digital Governance,61.5,moderate,2,2026-07-12
84,Deepak Kumar,NSSTA,21,Communication Skills,Behavioural,35.8,critical,1,2026-05-19
84,Deepak Kumar,NSSTA,22,Change Management,Behavioural,30.1,critical,1,2026-03-10
85,Nisha Chaudhary,MOSPI Field Operations,5,National Accounts,Statistics,44.0,critical,1,2026-03-13
85,Nisha Chaudhary,MOSPI Field Operations,6,Price Statistics,Statistics,16.3,critical,1,2026-03-14
85,Nisha Chaudhary,MOSPI Field Operations,17,Data Privacy & PDPB,Digital Governance,64.1,moderate,2,2026-07-26
85,Nisha Chaudhary,MOSPI Field Operations,21,Communication Skills,Behavioural,50.3,moderate,2,2026-08-05
85,Nisha Chaudhary,MOSPI Field Operations,22,Change Management,Behavioural,26.1,critical,1,2026-04-05
86,Usha Gupta,Ministry of Statistics & PI,7,Labour Statistics,Statistics,94.1,proficient,4,2026-07-03
86,Usha Gupta,Ministry of Statistics & PI,10,R Programming,Technical,79.1,minor,3,2026-03-28
86,Usha Gupta,Ministry of Statistics & PI,18,Digital Signatures,Digital Governance,52.4,moderate,2,2026-05-27
87,Deepak Singh,CSO,1,Statistical Methods,Statistics,72.5,minor,3,2026-05-05
87,Deepak Singh,CSO,2,Survey Design,Statistics,92.2,proficient,4,2026-06-22
87,Deepak Singh,CSO,9,Python Programming,Technical,78.1,minor,3,2026-06-11
87,Deepak Singh,CSO,11,SQL & Databases,Technical,100.0,proficient,4,2026-07-14
87,Deepak Singh,CSO,14,Machine Learning Basics,Technical,91.9,proficient,4,2026-04-04
87,Deepak Singh,CSO,18,Digital Signatures,Digital Governance,78.3,minor,3,2026-04-23
88,Amit Agarwal,DGET,2,Survey Design,Statistics,48.7,critical,1,2026-04-25
88,Amit Agarwal,DGET,3,Sampling Techniques,Statistics,38.9,critical,1,2026-08-26
88,Amit Agarwal,DGET,10,R Programming,Technical,75.7,minor,3,2026-04-11
88,Amit Agarwal,DGET,12,GIS & Mapping,Technical,10.0,critical,1,2026-08-22
88,Amit Agarwal,DGET,16,Cybersecurity,Digital Governance,68.1,moderate,2,2026-05-10
88,Amit Agarwal,DGET,20,Project Management,Behavioural,23.6,critical,1,2026-06-18
88,Amit Agarwal,DGET,21,Communication Skills,Behavioural,30.0,critical,1,2026-08-09
89,Dinesh Mehta,DGET,2,Survey Design,Statistics,82.9,minor,3,2026-06-27
89,Dinesh Mehta,DGET,10,R Programming,Technical,80.9,minor,3,2026-05-14
89,Dinesh Mehta,DGET,12,GIS & Mapping,Technical,63.4,moderate,2,2026-08-11
89,Dinesh Mehta,DGET,15,Cloud Computing,Technical,87.1,proficient,4,2026-03-10
89,Dinesh Mehta,DGET,16,Cybersecurity,Digital Governance,100.0,proficient,4,2026-08-23
89,Dinesh Mehta,DGET,17,Data Privacy & PDPB,Digital Governance,88.1,proficient,4,2026-07-10
89,Dinesh Mehta,DGET,21,Communication Skills,Behavioural,74.3,minor,3,2026-08-06
90,Asha Verma,MOSPI Field Operations,1,Statistical Methods,Statistics,100.0,proficient,4,2026-03-06
90,Asha Verma,MOSPI Field Operations,4,Data Analysis,Statistics,70.2,minor,3,2026-04-18
90,Asha Verma,MOSPI Field Operations,13,Data Visualization,Technical,86.1,proficient,4,2026-06-19
90,Asha Verma,MOSPI Field Operations,18,Digital Signatures,Digital Governance,90.6,proficient,4,2026-06-17
90,Asha Verma,MOSPI Field Operations,22,Change Management,Behavioural,88.5,proficient,4,2026-05-23
91,Asha Pillai,CRS,1,Statistical Methods,Statistics,82.8,minor,3,2026-07-22
91,Asha Pillai,CRS,4,Data Analysis,Statistics,80.4,minor,3,2026-03-14
91,Asha Pillai,CRS,5,National Accounts,Statistics,70.8,minor,3,2026-04-06
91,Asha Pillai,CRS,12,GIS & Mapping,Technical,77.7,minor,3,2026-07-09
91,Asha Pillai,CRS,18,Digital Signatures,Digital Governance,95.0,proficient,4,2026-03-14
91,Asha Pillai,CRS,19,Leadership,Behavioural,100.0,proficient,4,2026-03-20
91,Asha Pillai,CRS,20,Project Management,Behavioural,80.4,minor,3,2026-04-30
91,Asha Pillai,CRS,21,Communication Skills,Behavioural,100.0,proficient,4,2026-04-17
92,Harish Yadav,Ministry of Agriculture,5,National Accounts,Statistics,83.5,minor,3,2026-07-28
92,Harish Yadav,Ministry of Agriculture,10,R Programming,Technical,92.3,proficient,4,2026-05-02
92,Harish Yadav,Ministry of Agriculture,11,SQL & Databases,Technical,72.8,minor,3,2026-06-13
92,Harish Yadav,Ministry of Agriculture,12,GIS & Mapping,Technical,88.8,proficient,4,2026-08-28
92,Harish Yadav,Ministry of Agriculture,19,Leadership,Behavioural,63.1,moderate,2,2026-07-19
92,Harish Yadav,Ministry of Agriculture,20,Project Management,Behavioural,79.9,minor,3,2026-06-01
93,Priya Mehta,NSSTA,1,Statistical Methods,Statistics,55.3,moderate,2,2026-07-29
93,Priya Mehta,NSSTA,2,Survey Design,Statistics,44.2,critical,1,2026-08-16
93,Priya Mehta,NSSTA,7,Labour Statistics,Statistics,77.7,minor,3,2026-06-02
93,Priya Mehta,NSSTA,13,Data Visualization,Technical,54.6,moderate,2,2026-04-10
93,Priya Mehta,NSSTA,19,Leadership,Behavioural,35.6,critical,1,2026-05-23
93,Priya Mehta,NSSTA,20,Project Management,Behavioural,50.9,moderate,2,2026-04-23
93,Priya Mehta,NSSTA,21,Communication Skills,Behavioural,45.1,critical,1,2026-03-18
94,Savita Joshi,MOSPI Field Operations,2,Survey Design,Statistics,58.2,moderate,2,2026-05-28
94,Savita Joshi,MOSPI Field Operations,7,Labour Statistics,Statistics,41.3,critical,1,2026-06-05
94,Savita Joshi,MOSPI Field Operations,8,SDG Indicators,Statistics,38.2,critical,1,2026-03-23
94,Savita Joshi,MOSPI Field Operations,12,GIS & Mapping,Technical,10.1,critical,1,2026-08-22
94,Savita Joshi,MOSPI Field Operations,22,Change Management,Behavioural,11.8,critical,1,2026-04-22
95,Rekha Srivastava,NITI Aayog,1,Statistical Methods,Statistics,91.5,proficient,4,2026-05-01
95,Rekha Srivastava,NITI Aayog,5,National Accounts,Statistics,63.1,moderate,2,2026-07-29
95,Rekha Srivastava,NITI Aayog,15,Cloud Computing,Technical,77.9,minor,3,2026-06-27
95,Rekha Srivastava,NITI Aayog,16,Cybersecurity,Digital Governance,100.0,proficient,4,2026-03-21
95,Rekha Srivastava,NITI Aayog,17,Data Privacy & PDPB,Digital Governance,72.1,minor,3,2026-08-27
95,Rekha Srivastava,NITI Aayog,20,Project Management,Behavioural,79.4,minor,3,2026-03-16
96,Harish Kumar,MOSPI Field Operations,13,Data Visualization,Technical,68.5,moderate,2,2026-05-19
96,Harish Kumar,MOSPI Field Operations,17,Data Privacy & PDPB,Digital Governance,59.7,moderate,2,2026-08-11
96,Harish Kumar,MOSPI Field Operations,19,Leadership,Behavioural,55.8,moderate,2,2026-04-02
96,Harish Kumar,MOSPI Field Operations,20,Project Management,Behavioural,87.4,proficient,4,2026-03-26
97,Lata Mehta,NITI Aayog,1,Statistical Methods,Statistics,57.4,moderate,2,2026-08-11
97,Lata Mehta,NITI Aayog,3,Sampling Techniques,Statistics,53.3,moderate,2,2026-07-25
97,Lata Mehta,NITI Aayog,4,Data Analysis,Statistics,84.3,minor,3,2026-05-16
97,Lata Mehta,NITI Aayog,5,National Accounts,Statistics,65.0,moderate,2,2026-07-05
97,Lata Mehta,NITI Aayog,8,SDG Indicators,Statistics,56.3,moderate,2,2026-08-02
97,Lata Mehta,NITI Aayog,13,Data Visualization,Technical,58.3,moderate,2,2026-03-31
97,Lata Mehta,NITI Aayog,20,Project Management,Behavioural,64.3,moderate,2,2026-05-17
98,Pushpa Joshi,MOSPI Field Operations,7,Labour Statistics,Statistics,42.9,critical,1,2026-07-18
98,Pushpa Joshi,MOSPI Field Operations,9,Python Programming,Technical,29.8,critical,1,2026-03-29
98,Pushpa Joshi,MOSPI Field Operations,14,Machine Learning Basics,Technical,53.4,moderate,2,2026-06-27
98,Pushpa Joshi,MOSPI Field Operations,18,Digital Signatures,Digital Governance,48.2,critical,1,2026-03-09
98,Pushpa Joshi,MOSPI Field Operations,20,Project Management,Behavioural,76.9,minor,3,2026-04-21
99,Kavita Nair,NSSTA,9,Python Programming,Technical,61.4,moderate,2,2026-07-22
99,Kavita Nair,NSSTA,10,R Programming,Technical,33.0,critical,1,2026-08-10
99,Kavita Nair,NSSTA,16,Cybersecurity,Digital Governance,62.1,moderate,2,2026-04-24
99,Kavita Nair,NSSTA,18,Digital Signatures,Digital Governance,79.4,minor,3,2026-03-17
99,Kavita Nair,NSSTA,19,Leadership,Behavioural,69.0,moderate,2,2026-08-12
100,Sunita Reddy,National Statistical Office,2,Survey Design,Statistics,45.7,critical,1,2026-07-14
100,Sunita Reddy,National Statistical Office,6,Price Statistics,Statistics,72.1,minor,3,2026-04-07
100,Sunita Reddy,National Statistical Office,10,R Programming,Technical,39.1,critical,1,2026-08-09
100,Sunita Reddy,National Statistical Office,13,Data Visualization,Technical,43.1,critical,1,2026-03-07
100,Sunita Reddy,National Statistical Office,17,Data Privacy & PDPB,Digital Governance,68.9,moderate,2,2026-03-14
100,Sunita Reddy,National Statistical Office,21,Communication Skills,Behavioural,59.3,moderate,2,2026-07-23
100,Sunita Reddy,National Statistical Office,22,Change Management,Behavioural,72.6,minor,3,2026-06-05
101,Pooja Tiwari,NITI Aayog,6,Price Statistics,Statistics,44.2,critical,1,2026-03-08
101,Pooja Tiwari,NITI Aayog,9,Python Programming,Technical,52.9,moderate,2,2026-04-26
101,Pooja Tiwari,NITI Aayog,14,Machine Learning Basics,Technical,98.2,proficient,4,2026-07-01
102,Officer_102,NSSTA,15,Cybersecurity,Data Privacy & Cybersecurity,79.1,minor,3,2026-01-11
102,Officer_102,NSSTA,11,GIS Analysis,GIS & Geospatial Analysis,63.6,moderate,2,2026-03-05
102,Officer_102,NSSTA,12,Sampling Techniques,Survey Design & Sampling,94.7,proficient,4,2026-08-10
