assessment_id,user_id,user_name,department,competency_id,competency_name,domain,score,total_questions,correct_answers,difficulty_level,gap_level,time_taken_sec,assessment_date
233,44,Rajesh Nair,National Statistical Office,10,R Programming,Technical,57.5,10,4,intermediate,moderate,271,2026-05-10
234,44,Rajesh Nair,National Statistical Office,3,Sampling Techniques,Statistics,82.6,9,6,advanced,minor,940,2026-04-18
235,44,Rajesh Nair,National Statistical Office,14,Machine Learning Basics,Technical,15.7,10,1,advanced,critical,195,2026-06-01
236,44,Rajesh Nair,National Statistical Office,16,Cybersecurity,Digital Governance,54.5,10,4,advanced,moderate,294,2026-08-05
237,44,Rajesh Nair,National Statistical Office,5,National Accounts,Statistics,59.3,7,3,advanced,moderate,210,2026-04-10
238,44,Rajesh Nair,National Statistical Office,22,Change Management,Behavioural,30.0,10,3,advanced,critical,938,2026-06-09
239,45,Meena Joshi,Ministry of Agriculture,4,Data Analysis,Statistics,80.9,10,7,beginner,minor,1032,2026-05-29
240,45,Meena Joshi,Ministry of Agriculture,1,Statistical Methods,Statistics,58.4,8,4,advanced,moderate,1144,2026-07-25
241,45,Meena Joshi,Ministry of Agriculture,22,Change Management,Behavioural,79.1,5,5,intermediate,minor,295,2026-08-03
242,45,Meena Joshi,Ministry of Agriculture,9,Python Programming,Technical,84.7,10,5,intermediate,minor,758,2026-06-06
243,45,Meena Joshi,Ministry of Agriculture,8,SDG Indicators,Statistics,69.6,8,4,intermediate,moderate,319,2026-05-12
244,45,Meena Joshi,Ministry of Agriculture,17,Data Privacy & PDPB,Digital Governance,84.8,10,8,intermediate,minor,773,2026-08-15
245,46,Manoj Shah,MOSPI Field Operations,2,Survey Design,Statistics,70.4,10,4,advanced,minor,477,2026-04-13
246,46,Manoj Shah,MOSPI Field Operations,4,Data Analysis,Statistics,65.9,6,4,advanced,moderate,993,2026-05-06
247,46,Manoj Shah,MOSPI Field Operations,1,Statistical Methods,Statistics,47.5,6,2,advanced,critical,1005,2026-05-23
248,46,Manoj Shah,MOSPI Field Operations,11,SQL & Databases,Technical,63.6,5,6,advanced,moderate,524,2026-05-09
249,46,Manoj Shah,MOSPI Field Operations,21,Communication Skills,Behavioural,30.5,10,1,beginner,critical,690,2026-08-16
250,47,Amit Kumar,NSSTA,4,Data Analysis,Statistics,41.0,5,2,advanced,critical,1122,2026-04-19
251,47,Amit Kumar,NSSTA,18,Digital Signatures,Digital Governance,66.1,8,5,intermediate,moderate,353,2026-06-04
252,47,Amit Kumar,NSSTA,6,Price Statistics,Statistics,47.5,7,3,advanced,critical,473,2026-03-13
253,47,Amit Kumar,NSSTA,12,GIS & Mapping,Technical,46.7,9,4,beginner,critical,394,2026-06-13
254,47,Amit Kumar,NSSTA,11,SQL & Databases,Technical,36.2,5,2,intermediate,critical,359,2026-07-17
255,47,Amit Kumar,NSSTA,7,Labour Statistics,Statistics,43.8,8,3,advanced,critical,402,2026-04-07
256,47,Amit Kumar,NSSTA,15,Cloud Computing,Technical,57.9,8,4,beginner,moderate,1116,2026-03-23
257,48,Asha Nair,National Statistical Office,21,Communication Skills,Behavioural,98.3,9,4,intermediate,proficient,139,2026-04-30
258,48,Asha Nair,National Statistical Office,6,Price Statistics,Statistics,100.0,6,6,intermediate,proficient,1155,2026-03-18
259,48,Asha Nair,National Statistical Office,18,Digital Signatures,Digital Governance,57.7,8,5,intermediate,moderate,1120,2026-07-21
260,48,Asha Nair,National Statistical Office,22,Change Management,Behavioural,85.9,5,7,beginner,proficient,571,2026-06-19
261,48,Asha Nair,National Statistical Office,16,Cybersecurity,Digital Governance,97.6,7,5,intermediate,proficient,1134,2026-04-14
262,48,Asha Nair,National Statistical Office,10,R Programming,Technical,87.6,9,4,advanced,proficient,353,2026-06-25
263,48,Asha Nair,National Statistical Office,5,National Accounts,Statistics,90.3,7,8,beginner,proficient,1023,2026-04-15
264,49,Amit Agarwal,NITI Aayog,14,Machine Learning Basics,Technical,32.1,7,1,intermediate,critical,658,2026-06-04
265,49,Amit Agarwal,NITI Aayog,4,Data Analysis,Statistics,70.2,5,4,beginner,minor,838,2026-03-29
266,49,Amit Agarwal,NITI Aayog,21,Communication Skills,Behavioural,59.4,10,4,beginner,moderate,405,2026-07-11
267,49,Amit Agarwal,NITI Aayog,8,SDG Indicators,Statistics,77.9,9,5,advanced,minor,695,2026-04-02
268,50,Usha Agarwal,CRS,6,Price Statistics,Statistics,49.6,6,3,beginner,critical,687,2026-03-18
269,50,Usha Agarwal,CRS,11,SQL & Databases,Technical,100.0,6,6,advanced,proficient,779,2026-06-30
270,50,Usha Agarwal,CRS,10,R Programming,Technical,100.0,10,8,intermediate,proficient,411,2026-04-07
271,50,Usha Agarwal,CRS,20,Project Management,Behavioural,62.6,8,5,beginner,moderate,310,2026-05-21
272,50,Usha Agarwal,CRS,9,Python Programming,Technical,60.9,9,6,intermediate,moderate,875,2026-05-08
273,50,Usha Agarwal,CRS,17,Data Privacy & PDPB,Digital Governance,94.9,5,9,beginner,proficient,1058,2026-03-23
274,50,Usha Agarwal,CRS,4,Data Analysis,Statistics,74.7,10,7,intermediate,minor,249,2026-04-18
275,51,Ramesh Nair,Ministry of Agriculture,7,Labour Statistics,Statistics,92.7,9,5,advanced,proficient,1113,2026-06-06
276,51,Ramesh Nair,Ministry of Agriculture,14,Machine Learning Basics,Technical,70.6,10,3,beginner,minor,323,2026-03-25
277,51,Ramesh Nair,Ministry of Agriculture,22,Change Management,Behavioural,89.2,5,5,intermediate,proficient,1054,2026-09-01
278,51,Ramesh Nair,Ministry of Agriculture,16,Cybersecurity,Digital Governance,65.5,8,3,advanced,moderate,390,2026-03-19
279,51,Ramesh Nair,Ministry of Agriculture,9,Python Programming,Technical,73.3,7,3,advanced,minor,858,2026-06-29
280,51,Ramesh Nair,Ministry of Agriculture,11,SQL & Databases,Technical,100.0,5,7,advanced,proficient,458,2026-08-19
281,52,Pooja Srivastava,NSSTA,21,Communication Skills,Behavioural,100.0,6,9,beginner,proficient,1183,2026-03-11
282,52,Pooja Srivastava,NSSTA,10,R Programming,Technical,85.1,8,4,beginner,proficient,823,2026-08-02
283,52,Pooja Srivastava,NSSTA,8,SDG Indicators,Statistics,100.0,6,8,beginner,proficient,588,2026-05-26
284,52,Pooja Srivastava,NSSTA,14,Machine Learning Basics,Technical,83.6,5,8,beginner,minor,331,2026-06-13
285,52,Pooja Srivastava,NSSTA,3,Sampling Techniques,Statistics,74.8,8,4,advanced,minor,412,2026-08-15
286,52,Pooja Srivastava,NSSTA,4,Data Analysis,Statistics,96.2,9,8,beginner,proficient,456,2026-05-12
287,53,Geeta Verma,National Statistical Office,7,Labour Statistics,Statistics,71.1,5,3,beginner,minor,372,2026-04-04
288,53,Geeta Verma,National Statistical Office,21,Communication Skills,Behavioural,52.1,10,4,intermediate,moderate,999,2026-06-13
289,53,Geeta Verma,National Statistical Office,5,National Accounts,Statistics,88.5,10,4,beginner,proficient,703,2026-03-09
290,53,Geeta Verma,National Statistical Office,14,Machine Learning Basics,Technical,71.9,5,7,intermediate,minor,540,2026-04-22
291,53,Geeta Verma,National Statistical Office,20,Project Management,Behavioural,75.9,8,5,advanced,minor,231,2026-07-02
292,54,Sanjay Mishra,CRS,13,Data Visualization,Technical,77.8,5,5,intermediate,minor,390,2026-05-25
293,54,Sanjay Mishra,CRS,4,Data Analysis,Statistics,100.0,7,9,advanced,proficient,473,2026-05-04
294,54,Sanjay Mishra,CRS,8,SDG Indicators,Statistics,67.1,5,3,advanced,moderate,258,2026-08-29
295,54,Sanjay Mishra,CRS,16,Cybersecurity,Digital Governance,84.6,5,6,advanced,minor,706,2026-03-25
296,54,Sanjay Mishra,CRS,3,Sampling Techniques,Statistics,90.1,10,8,intermediate,proficient,987,2026-03-06
297,54,Sanjay Mishra,CRS,17,Data Privacy & PDPB,Digital Governance,64.0,9,5,beginner,moderate,688,2026-08-11
298,55,Priya Mishra,CRS,3,Sampling Techniques,Statistics,99.8,7,7,advanced,proficient,255,2026-06-14
299,55,Priya Mishra,CRS,17,Data Privacy & PDPB,Digital Governance,75.8,6,3,beginner,minor,296,2026-05-13
300,55,Priya Mishra,CRS,7,Labour Statistics,Statistics,57.4,5,4,advanced,moderate,232,2026-06-14
301,55,Priya Mishra,CRS,5,National Accounts,Statistics,71.7,6,3,beginner,minor,401,2026-03-06
302,55,Priya Mishra,CRS,18,Digital Signatures,Digital Governance,62.2,5,3,intermediate,moderate,830,2026-04-21
303,56,Ramesh Shah,NITI Aayog,9,Python Programming,Technical,32.1,9,1,intermediate,critical,277,2026-04-27
304,56,Ramesh Shah,NITI Aayog,6,Price Statistics,Statistics,58.2,8,5,intermediate,moderate,233,2026-04-27
305,56,Ramesh Shah,NITI Aayog,12,GIS & Mapping,Technical,48.7,6,3,beginner,critical,356,2026-07-05
306,56,Ramesh Shah,NITI Aayog,5,National Accounts,Statistics,33.4,10,3,beginner,critical,210,2026-08-29
307,56,Ramesh Shah,NITI Aayog,22,Change Management,Behavioural,42.5,8,2,beginner,critical,192,2026-04-13
308,56,Ramesh Shah,NITI Aayog,4,Data Analysis,Statistics,62.1,10,6,advanced,moderate,978,2026-07-06
309,56,Ramesh Shah,NITI Aayog,1,Statistical Methods,Statistics,33.7,10,2,intermediate,critical,279,2026-04-08
310,57,Pooja Pillai,Ministry of Statistics & PI,4,Data Analysis,Statistics,92.8,6,8,beginner,proficient,941,2026-08-15
311,57,Pooja Pillai,Ministry of Statistics & PI,17,Data Privacy & PDPB,Digital Governance,100.0,7,7,beginner,proficient,1055,2026-08-30
312,57,Pooja Pillai,Ministry of Statistics & PI,22,Change Management,Behavioural,50.8,7,3,intermediate,moderate,742,2026-03-26
313,57,Pooja Pillai,Ministry of Statistics & PI,2,Survey Design,Statistics,76.8,8,4,advanced,minor,622,2026-07-25
314,57,Pooja Pillai,Ministry of Statistics & PI,6,Price Statistics,Statistics,93.2,5,7,beginner,proficient,597,2026-04-16
315,58,Vinod Srivastava,NITI Aayog,21,Communication Skills,Behavioural,80.3,5,4,advanced,minor,607,2026-05-17
316,58,Vinod Srivastava,NITI Aayog,1,Statistical Methods,Statistics,39.8,8,1,beginner,critical,693,2026-08-09
317,58,Vinod Srivastava,NITI Aayog,11,SQL & Databases,Technical,76.0,9,6,advanced,minor,882,2026-05-07
318,58,Vinod Srivastava,NITI Aayog,22,Change Management,Behavioural,67.0,10,3,advanced,moderate,315,2026-04-25
319,58,Vinod Srivastava,NITI Aayog,13,Data Visualization,Technical,85.7,5,7,advanced,proficient,247,2026-05-13
320,59,Amit Srivastava,NITI Aayog,5,National Accounts,Statistics,100.0,8,7,beginner,proficient,272,2026-07-12
321,59,Amit Srivastava,NITI Aayog,8,SDG Indicators,Statistics,99.9,5,5,beginner,proficient,456,2026-05-09
322,59,Amit Srivastava,NITI Aayog,10,R Programming,Technical,100.0,8,7,intermediate,proficient,367,2026-04-17
323,59,Amit Srivastava,NITI Aayog,9,Python Programming,Technical,60.2,8,4,intermediate,moderate,662,2026-08-02
324,59,Amit Srivastava,NITI Aayog,11,SQL & Databases,Technical,100.0,5,6,advanced,proficient,743,2026-03-07
325,59,Amit Srivastava,NITI Aayog,13,Data Visualization,Technical,69.6,7,4,beginner,moderate,628,2026-06-02
326,59,Amit Srivastava,NITI Aayog,18,Digital Signatures,Digital Governance,72.0,8,6,beginner,minor,732,2026-06-27
327,59,Amit Srivastava,NITI Aayog,6,Price Statistics,Statistics,84.3,8,6,advanced,minor,631,2026-08-08
328,60,Asha Singh,CRS,4,Data Analysis,Statistics,49.7,6,2,intermediate,critical,882,2026-03-10
329,60,Asha Singh,CRS,5,National Accounts,Statistics,42.1,9,3,intermediate,critical,273,2026-08-27
330,60,Asha Singh,CRS,22,Change Management,Behavioural,40.9,5,2,advanced,critical,1028,2026-07-31
331,60,Asha Singh,CRS,1,Statistical Methods,Statistics,89.0,7,4,beginner,proficient,1064,2026-08-20
332,60,Asha Singh,CRS,2,Survey Design,Statistics,78.9,6,7,intermediate,minor,928,2026-04-27
333,60,Asha Singh,CRS,8,SDG Indicators,Statistics,86.6,6,6,beginner,proficient,503,2026-06-23
334,61,Mukesh Tiwari,DGET,15,Cloud Computing,Technical,68.4,10,4,intermediate,moderate,963,2026-04-14
335,61,Mukesh Tiwari,DGET,5,National Accounts,Statistics,55.8,8,3,intermediate,moderate,528,2026-03-21
336,61,Mukesh Tiwari,DGET,2,Survey Design,Statistics,64.4,9,3,advanced,moderate,159,2026-05-27
337,61,Mukesh Tiwari,DGET,20,Project Management,Behavioural,66.8,9,5,intermediate,moderate,1148,2026-06-11
338,61,Mukesh Tiwari,DGET,8,SDG Indicators,Statistics,46.8,8,3,beginner,critical,173,2026-06-12
339,62,Ravi Mishra,DGET,8,SDG Indicators,Statistics,83.5,6,4,beginner,minor,613,2026-06-25
340,62,Ravi Mishra,DGET,1,Statistical Methods,Statistics,10.0,9,1,beginner,critical,569,2026-04-07
341,62,Ravi Mishra,DGET,9,Python Programming,Technical,94.3,7,5,beginner,proficient,604,2026-04-03
342,62,Ravi Mishra,DGET,2,Survey Design,Statistics,49.6,7,4,advanced,critical,854,2026-04-03
343,62,Ravi Mishra,DGET,16,Cybersecurity,Digital Governance,100.0,9,9,beginner,proficient,505,2026-04-28
344,62,Ravi Mishra,DGET,17,Data Privacy & PDPB,Digital Governance,80.9,9,5,beginner,minor,1124,2026-08-23
345,62,Ravi Mishra,DGET,12,GIS & Mapping,Technical,87.0,6,4,advanced,proficient,1098,2026-09-01
346,63,Rajesh Tiwari,CSO,20,Project Management,Behavioural,92.0,7,4,beginner,proficient,422,2026-04-04
347,63,Rajesh Tiwari,CSO,7,Labour Statistics,Statistics,82.2,5,7,intermediate,minor,268,2026-05-29
348,63,Rajesh Tiwari,CSO,5,National Accounts,Statistics,75.5,10,7,intermediate,minor,326,2026-06-07
349,63,Rajesh Tiwari,CSO,11,SQL & Databases,Technical,81.9,6,8,intermediate,minor,1117,2026-03-19
350,63,Rajesh Tiwari,CSO,6,Price Statistics,Statistics,94.2,7,5,advanced,proficient,850,2026-07-06
351,64,Harish Chaudhary,CSO,19,Leadership,Behavioural,96.8,9,7,advanced,proficient,186,2026-07-17
352,64,Harish Chaudhary,CSO,6,Price Statistics,Statistics,69.1,9,4,advanced,moderate,572,2026-03-22
353,64,Harish Chaudhary,CSO,13,Data Visualization,Technical,30.0,6,2,advanced,critical,279,2026-07-03
354,64,Harish Chaudhary,CSO,10,R Programming,Technical,51.9,7,3,beginner,moderate,301,2026-03-14
355,64,Harish Chaudhary,CSO,22,Change Management,Behavioural,44.7,8,2,intermediate,critical,549,2026-06-30
356,64,Harish Chaudhary,CSO,5,National Accounts,Statistics,40.0,10,2,intermediate,critical,645,2026-08-05
357,64,Harish Chaudhary,CSO,21,Communication Skills,Behavioural,67.8,8,6,intermediate,moderate,460,2026-05-19
358,64,Harish Chaudhary,CSO,12,GIS & Mapping,Technical,63.2,8,5,intermediate,moderate,888,2026-08-07
359,65,Ashok Shah,Ministry of Agriculture,19,Leadership,Behavioural,46.8,5,3,intermediate,critical,334,2026-08-14
360,65,Ashok Shah,Ministry of Agriculture,21,Communication Skills,Behavioural,40.9,7,2,intermediate,critical,449,2026-08-13
361,65,Ashok Shah,Ministry of Agriculture,8,SDG Indicators,Statistics,10.0,5,0,advanced,critical,1108,2026-08-25
362,65,Ashok Shah,Ministry of Agriculture,6,Price Statistics,Statistics,34.2,8,3,beginner,critical,1009,2026-07-23
363,65,Ashok Shah,Ministry of Agriculture,15,Cloud Computing,Technical,60.6,6,4,advanced,moderate,663,2026-03-16
364,65,Ashok Shah,Ministry of Agriculture,3,Sampling Techniques,Statistics,50.7,7,3,beginner,moderate,316,2026-08-20
365,66,Sanjay Mishra,Ministry of Statistics & PI,19,Leadership,Behavioural,62.1,10,6,advanced,moderate,1103,2026-07-12
366,66,Sanjay Mishra,Ministry of Statistics & PI,18,Digital Signatures,Digital Governance,54.6,5,2,beginner,moderate,469,2026-03-22
367,66,Sanjay Mishra,Ministry of Statistics & PI,16,Cybersecurity,Digital Governance,52.5,5,3,intermediate,moderate,1084,2026-04-29
368,66,Sanjay Mishra,Ministry of Statistics & PI,5,National Accounts,Statistics,61.6,10,4,beginner,moderate,913,2026-07-16
369,66,Sanjay Mishra,Ministry of Statistics & PI,2,Survey Design,Statistics,42.2,6,3,beginner,critical,659,2026-05-12
370,66,Sanjay Mishra,Ministry of Statistics & PI,12,GIS & Mapping,Technical,67.2,8,4,beginner,moderate,670,2026-04-10
371,67,Pushpa Srivastava,Ministry of Agriculture,5,National Accounts,Statistics,95.6,9,7,advanced,proficient,585,2026-04-13
372,67,Pushpa Srivastava,Ministry of Agriculture,22,Change Management,Behavioural,89.9,5,7,advanced,proficient,977,2026-04-17
373,67,Pushpa Srivastava,Ministry of Agriculture,4,Data Analysis,Statistics,65.1,9,3,intermediate,moderate,732,2026-08-12
374,68,Shobha Yadav,Ministry of Statistics & PI,2,Survey Design,Statistics,46.0,8,2,beginner,critical,553,2026-07-14
375,68,Shobha Yadav,Ministry of Statistics & PI,17,Data Privacy & PDPB,Digital Governance,98.3,10,7,beginner,proficient,422,2026-04-02
376,68,Shobha Yadav,Ministry of Statistics & PI,19,Leadership,Behavioural,98.5,7,6,advanced,proficient,257,2026-08-10
377,68,Shobha Yadav,Ministry of Statistics & PI,21,Communication Skills,Behavioural,71.2,7,4,advanced,minor,1058,2026-08-29
378,68,Shobha Yadav,Ministry of Statistics & PI,5,National Accounts,Statistics,96.7,10,8,advanced,proficient,1190,2026-05-17
379,68,Shobha Yadav,Ministry of Statistics & PI,4,Data Analysis,Statistics,92.8,9,8,advanced,proficient,325,2026-08-05
380,69,Pooja Shah,Ministry of Statistics & PI,4,Data Analysis,Statistics,61.1,10,4,advanced,moderate,1088,2026-08-23
381,69,Pooja Shah,Ministry of Statistics & PI,10,R Programming,Technical,63.0,9,5,advanced,moderate,942,2026-08-23
382,69,Pooja Shah,Ministry of Statistics & PI,18,Digital Signatures,Digital Governance,70.5,8,4,advanced,minor,606,2026-08-20
383,69,Pooja Shah,Ministry of Statistics & PI,12,GIS & Mapping,Technical,53.3,7,2,intermediate,moderate,740,2026-06-14
384,69,Pooja Shah,Ministry of Statistics & PI,14,Machine Learning Basics,Technical,13.9,7,1,advanced,critical,321,2026-07-05
385,69,Pooja Shah,Ministry of Statistics & PI,9,Python Programming,Technical,86.7,8,6,intermediate,proficient,973,2026-03-31
386,69,Pooja Shah,Ministry of Statistics & PI,13,Data Visualization,Technical,90.8,10,4,beginner,proficient,1024,2026-07-09
387,70,Ravi Chaudhary,NITI Aayog,16,Cybersecurity,Digital Governance,100.0,8,6,advanced,proficient,179,2026-07-19
388,70,Ravi Chaudhary,NITI Aayog,17,Data Privacy & PDPB,Digital Governance,87.3,6,5,beginner,proficient,630,2026-08-24
389,70,Ravi Chaudhary,NITI Aayog,12,GIS & Mapping,Technical,37.2,10,2,intermediate,critical,874,2026-05-06
390,70,Ravi Chaudhary,NITI Aayog,2,Survey Design,Statistics,86.9,9,6,advanced,proficient,373,2026-03-11
391,70,Ravi Chaudhary,NITI Aayog,21,Communication Skills,Behavioural,93.1,9,7,beginner,proficient,1091,2026-04-04
392,70,Ravi Chaudhary,NITI Aayog,6,Price Statistics,Statistics,79.3,9,5,intermediate,minor,454,2026-06-27
393,71,Mukesh Srivastava,Ministry of Finance,3,Sampling Techniques,Statistics,85.5,6,5,advanced,proficient,958,2026-04-23
394,71,Mukesh Srivastava,Ministry of Finance,10,R Programming,Technical,95.8,5,9,beginner,proficient,1090,2026-07-30
395,71,Mukesh Srivastava,Ministry of Finance,1,Statistical Methods,Statistics,68.5,5,4,intermediate,moderate,745,2026-03-21
396,71,Mukesh Srivastava,Ministry of Finance,13,Data Visualization,Technical,63.7,7,5,intermediate,moderate,834,2026-05-07
397,71,Mukesh Srivastava,Ministry of Finance,2,Survey Design,Statistics,82.9,10,7,advanced,minor,933,2026-04-05
398,71,Mukesh Srivastava,Ministry of Finance,6,Price Statistics,Statistics,100.0,5,5,advanced,proficient,886,2026-04-11
399,71,Mukesh Srivastava,Ministry of Finance,7,Labour Statistics,Statistics,68.4,7,6,beginner,moderate,1106,2026-08-16
400,71,Mukesh Srivastava,Ministry of Finance,14,Machine Learning Basics,Technical,63.5,7,4,advanced,moderate,785,2026-06-23
401,72,Manoj Yadav,MOSPI Field Operations,21,Communication Skills,Behavioural,72.5,9,5,advanced,minor,774,2026-03-11
402,72,Manoj Yadav,MOSPI Field Operations,10,R Programming,Technical,30.4,6,3,beginner,critical,1138,2026-06-18
403,72,Manoj Yadav,MOSPI Field Operations,7,Labour Statistics,Statistics,67.7,8,6,beginner,moderate,508,2026-06-06
404,72,Manoj Yadav,MOSPI Field Operations,5,National Accounts,Statistics,87.5,10,8,beginner,proficient,1094,2026-03-14
405,72,Manoj Yadav,MOSPI Field Operations,17,Data Privacy & PDPB,Digital Governance,59.2,6,5,advanced,moderate,490,2026-06-18
406,73,Harish Singh,CSO,16,Cybersecurity,Digital Governance,71.6,10,6,beginner,minor,807,2026-03-18
407,73,Harish Singh,CSO,5,National Accounts,Statistics,74.1,10,5,intermediate,minor,798,2026-05-29
408,73,Harish Singh,CSO,9,Python Programming,Technical,68.8,7,6,intermediate,moderate,1069,2026-08-02
409,74,Anita Patel,CSO,2,Survey Design,Statistics,97.7,10,7,advanced,proficient,731,2026-05-19
410,74,Anita Patel,CSO,21,Communication Skills,Behavioural,67.8,5,4,beginner,moderate,530,2026-06-06
411,74,Anita Patel,CSO,19,Leadership,Behavioural,61.7,8,3,intermediate,moderate,489,2026-08-12
412,74,Anita Patel,CSO,20,Project Management,Behavioural,94.0,8,6,advanced,proficient,482,2026-06-13
413,74,Anita Patel,CSO,3,Sampling Techniques,Statistics,80.2,7,4,beginner,minor,444,2026-04-29
414,74,Anita Patel,CSO,16,Cybersecurity,Digital Governance,80.1,5,4,advanced,minor,1008,2026-03-23
415,75,Vikram Srivastava,CRS,13,Data Visualization,Technical,38.5,5,2,advanced,critical,510,2026-08-28
416,75,Vikram Srivastava,CRS,14,Machine Learning Basics,Technical,60.9,10,3,advanced,moderate,629,2026-07-06
417,75,Vikram Srivastava,CRS,16,Cybersecurity,Digital Governance,61.3,6,3,intermediate,moderate,1150,2026-04-04
418,75,Vikram Srivastava,CRS,22,Change Management,Behavioural,51.5,7,3,beginner,moderate,213,2026-06-17
419,75,Vikram Srivastava,CRS,1,Statistical Methods,Statistics,85.8,9,7,advanced,proficient,811,2026-05-13
420,75,Vikram Srivastava,CRS,2,Survey Design,Statistics,60.7,10,3,intermediate,moderate,1123,2026-06-02
421,76,Nisha Srivastava,Ministry of Agriculture,6,Price Statistics,Statistics,93.4,6,9,beginner,proficient,1153,2026-07-20
422,76,Nisha Srivastava,Ministry of Agriculture,13,Data Visualization,Technical,100.0,5,7,advanced,proficient,196,2026-05-28
423,76,Nisha Srivastava,Ministry of Agriculture,1,Statistical Methods,Statistics,94.9,9,8,beginner,proficient,218,2026-03-16
424,76,Nisha Srivastava,Ministry of Agriculture,8,SDG Indicators,Statistics,75.3,5,7,beginner,minor,218,2026-03-09
425,77,Rajesh Agarwal,DGET,14,Machine Learning Basics,Technical,82.2,10,4,beginner,minor,139,2026-06-16
426,77,Rajesh Agarwal,DGET,15,Cloud Computing,Technical,82.0,8,8,beginner,minor,1185,2026-06-24
427,77,Rajesh Agarwal,DGET,13,Data Visualization,Technical,52.4,8,2,advanced,moderate,361,2026-06-21
428,78,Sanjay Joshi,Ministry of Finance,4,Data Analysis,Statistics,43.9,9,2,intermediate,critical,1191,2026-07-12
429,78,Sanjay Joshi,Ministry of Finance,16,Cybersecurity,Digital Governance,51.8,6,2,advanced,moderate,1136,2026-07-10
430,78,Sanjay Joshi,Ministry of Finance,7,Labour Statistics,Statistics,77.8,10,6,intermediate,minor,600,2026-09-01
431,79,Arun Chaudhary,Ministry of Agriculture,22,Change Management,Behavioural,55.5,6,2,advanced,moderate,273,2026-08-07
432,79,Arun Chaudhary,Ministry of Agriculture,3,Sampling Techniques,Statistics,18.8,7,1,beginner,critical,1055,2026-06-18
433,79,Arun Chaudhary,Ministry of Agriculture,4,Data Analysis,Statistics,41.3,6,2,intermediate,critical,857,2026-03-12
434,80,Priya Singh,DGET,14,Machine Learning Basics,Technical,90.7,10,9,beginner,proficient,793,2026-06-02
435,80,Priya Singh,DGET,4,Data Analysis,Statistics,100.0,7,10,beginner,proficient,883,2026-06-06
436,80,Priya Singh,DGET,2,Survey Design,Statistics,57.4,6,2,intermediate,moderate,939,2026-05-08
437,80,Priya Singh,DGET,1,Statistical Methods,Statistics,82.6,8,6,advanced,minor,461,2026-08-04
438,80,Priya Singh,DGET,5,National Accounts,Statistics,100.0,6,10,advanced,proficient,240,2026-07-23
439,81,Sunita Joshi,CRS,14,Machine Learning Basics,Technical,75.7,6,6,intermediate,minor,854,2026-03-29
440,81,Sunita Joshi,CRS,19,Leadership,Behavioural,41.3,5,4,advanced,critical,387,2026-05-01
441,81,Sunita Joshi,CRS,16,Cybersecurity,Digital Governance,74.7,8,5,beginner,minor,249,2026-06-27
442,82,Naresh Joshi,MOSPI Field Operations,11,SQL & Databases,Technical,64.6,10,6,beginner,moderate,1106,2026-06-05
443,82,Naresh Joshi,MOSPI Field Operations,1,Statistical Methods,Statistics,55.5,6,4,advanced,moderate,231,2026-08-30
444,82,Naresh Joshi,MOSPI Field Operations,17,Data Privacy & PDPB,Digital Governance,46.7,10,2,advanced,critical,1081,2026-04-28
445,82,Naresh Joshi,MOSPI Field Operations,19,Leadership,Behavioural,73.6,8,5,beginner,minor,797,2026-06-22
446,82,Naresh Joshi,MOSPI Field Operations,8,SDG Indicators,Statistics,63.6,5,5,beginner,moderate,895,2026-05-21
447,82,Naresh Joshi,MOSPI Field Operations,22,Change Management,Behavioural,71.8,8,6,intermediate,minor,300,2026-04-27
448,82,Naresh Joshi,MOSPI Field Operations,4,Data Analysis,Statistics,62.1,8,4,beginner,moderate,1138,2026-03-18
449,82,Naresh Joshi,MOSPI Field Operations,7,Labour Statistics,Statistics,87.0,5,7,advanced,proficient,120,2026-08-09
450,83,Sunita Agarwal,National Statistical Office,20,Project Management,Behavioural,87.0,7,6,beginner,proficient,576,2026-05-08
451,83,Sunita Agarwal,National Statistical Office,21,Communication Skills,Behavioural,69.9,9,5,advanced,moderate,864,2026-05-09
452,83,Sunita Agarwal,National Statistical Office,10,R Programming,Technical,100.0,5,5,advanced,proficient,574,2026-09-01
453,83,Sunita Agarwal,National Statistical Office,17,Data Privacy & PDPB,Digital Governance,66.6,7,5,advanced,moderate,885,2026-03-06
454,83,Sunita Agarwal,National Statistical Office,18,Digital Signatures,Digital Governance,100.0,5,5,beginner,proficient,1128,2026-07-28
455,83,Sunita Agarwal,National Statistical Office,7,Labour Statistics,Statistics,97.9,8,4,intermediate,proficient,521,2026-07-15
456,83,Sunita Agarwal,National Statistical Office,15,Cloud Computing,Technical,58.3,5,4,beginner,moderate,1056,2026-07-15
457,84,Deepak Kumar,NSSTA,11,SQL & Databases,Technical,30.9,8,1,advanced,critical,219,2026-04-13
458,84,Deepak Kumar,NSSTA,4,Data Analysis,Statistics,37.7,8,3,intermediate,critical,1161,2026-07-18
459,84,Deepak Kumar,NSSTA,14,Machine Learning Basics,Technical,45.0,6,2,intermediate,critical,779,2026-04-25
460,84,Deepak Kumar,NSSTA,2,Survey Design,Statistics,38.6,8,3,advanced,critical,628,2026-06-23
461,84,Deepak Kumar,NSSTA,21,Communication Skills,Behavioural,35.8,7,2,beginner,critical,402,2026-05-19
462,84,Deepak Kumar,NSSTA,15,Cloud Computing,Technical,58.9,9,5,advanced,moderate,1169,2026-06-17
