enrollment_id,user_id,user_name,department,course_id,course_title,competency_name,difficulty,duration_hours,status,progress_pct,igot_course_id,enrolled_date,completed_date
179,37,Sunita Sharma,Ministry of Finance,20,Employment & Unemployment Indicators,Labour Statistics,intermediate,5.7,enrolled,34.9,IGOT-07-020,2026-02-20,
180,38,Mukesh Singh,National Statistical Office,28,Introduction to R,R Programming,beginner,5.5,in_progress,67.6,IGOT-10-028,2026-03-10,
181,38,Mukesh Singh,National Statistical Office,27,Advanced Python & ML,Python Programming,advanced,7.6,enrolled,38.9,IGOT-09-027,2026-03-12,
182,38,Mukesh Singh,National Statistical Office,34,Introduction to GIS,GIS & Mapping,beginner,6.3,completed,100.0,IGOT-12-034,2026-08-17,2026-08-24
183,38,Mukesh Singh,National Statistical Office,36,Advanced Spatial Analysis,GIS & Mapping,advanced,7.7,in_progress,10.4,IGOT-12-036,2026-07-08,
184,38,Mukesh Singh,National Statistical Office,31,SQL Basics,SQL & Databases,beginner,3.9,completed,100.0,IGOT-11-031,2026-06-20,2026-08-31
185,38,Mukesh Singh,National Statistical Office,40,ML Fundamentals for Officers,Machine Learning Basics,beginner,3.5,completed,100.0,IGOT-14-040,2026-03-14,2026-09-01
186,39,Kavita Pillai,Ministry of Agriculture,50,PDPB Compliance for Officers,Data Privacy & PDPB,intermediate,6.7,completed,100.0,IGOT-17-050,2026-08-01,2026-09-01
187,39,Kavita Pillai,Ministry of Agriculture,35,QGIS for Government Data,GIS & Mapping,intermediate,5.7,completed,100.0,IGOT-12-035,2026-03-15,2026-08-20
188,40,Sunita Pandey,CSO,49,Data Privacy Fundamentals,Data Privacy & PDPB,beginner,6.5,completed,100.0,IGOT-17-049,2026-04-26,2026-08-05
189,40,Sunita Pandey,CSO,66,Advanced Change Strategy,Change Management,advanced,6.0,completed,100.0,IGOT-22-066,2026-04-14,2026-08-30
190,40,Sunita Pandey,CSO,13,National Accounts Basics,National Accounts,beginner,3.4,in_progress,22.9,IGOT-05-013,2026-05-03,
191,41,Ravi Tiwari,CRS,3,Advanced Regression Analysis,Statistical Methods,advanced,7.2,completed,100.0,IGOT-01-003,2026-04-25,2026-08-20
192,41,Ravi Tiwari,CRS,6,Advanced Survey Methodology,Survey Design,advanced,4.5,in_progress,6.7,IGOT-02-006,2026-03-06,
193,41,Ravi Tiwari,CRS,32,Intermediate SQL & Database Design,SQL & Databases,intermediate,7.8,completed,100.0,IGOT-11-032,2026-05-30,2026-08-12
194,41,Ravi Tiwari,CRS,60,Agile Project Management,Project Management,advanced,3.8,completed,100.0,IGOT-20-060,2026-06-29,2026-08-16
195,41,Ravi Tiwari,CRS,34,Introduction to GIS,GIS & Mapping,beginner,6.3,completed,100.0,IGOT-12-034,2026-08-13,2026-08-12
196,41,Ravi Tiwari,CRS,20,Employment & Unemployment Indicators,Labour Statistics,intermediate,5.7,completed,100.0,IGOT-07-020,2026-05-21,2026-08-04
197,42,Suresh Singh,CSO,36,Advanced Spatial Analysis,GIS & Mapping,advanced,7.7,in_progress,35.8,IGOT-12-036,2026-05-20,
198,42,Suresh Singh,CSO,29,Statistical Analysis with R,R Programming,intermediate,4.0,in_progress,12.9,IGOT-10-029,2026-05-23,
199,43,Vikram Yadav,MOSPI Field Operations,30,Advanced R & Visualization,R Programming,advanced,3.4,completed,100.0,IGOT-10-030,2026-03-27,2026-08-22
200,43,Vikram Yadav,MOSPI Field Operations,54,Advanced Digital Infrastructure,Digital Signatures,advanced,2.7,completed,100.0,IGOT-18-054,2026-04-12,2026-08-28
201,43,Vikram Yadav,MOSPI Field Operations,31,SQL Basics,SQL & Databases,beginner,3.9,in_progress,63.7,IGOT-11-031,2026-04-02,
202,43,Vikram Yadav,MOSPI Field Operations,37,Data Visualization Basics,Data Visualization,beginner,5.8,completed,100.0,IGOT-13-037,2026-03-06,2026-08-07
203,43,Vikram Yadav,MOSPI Field Operations,10,Introduction to Data Analysis,Data Analysis,beginner,3.8,in_progress,82.6,IGOT-04-010,2026-06-10,
204,43,Vikram Yadav,MOSPI Field Operations,28,Introduction to R,R Programming,beginner,5.5,completed,100.0,IGOT-10-028,2026-07-25,2026-08-19
205,44,Rajesh Nair,National Statistical Office,21,Advanced Labour Economics,Labour Statistics,advanced,5.3,completed,100.0,IGOT-07-021,2026-04-14,2026-08-09
206,44,Rajesh Nair,National Statistical Office,41,Applied Machine Learning,Machine Learning Basics,intermediate,3.1,enrolled,21.6,IGOT-14-041,2026-07-22,
207,44,Rajesh Nair,National Statistical Office,9,Advanced Sampling Theory,Sampling Techniques,advanced,2.9,enrolled,73.9,IGOT-03-009,2026-05-15,
208,45,Meena Joshi,Ministry of Agriculture,39,Advanced Visual Analytics,Data Visualization,advanced,2.3,enrolled,16.8,IGOT-13-039,2026-08-22,
209,45,Meena Joshi,Ministry of Agriculture,57,Change Leadership,Leadership,advanced,4.3,completed,100.0,IGOT-19-057,2026-03-24,2026-08-24
210,45,Meena Joshi,Ministry of Agriculture,36,Advanced Spatial Analysis,GIS & Mapping,advanced,7.7,completed,100.0,IGOT-12-036,2026-04-05,2026-08-13
211,45,Meena Joshi,Ministry of Agriculture,20,Employment & Unemployment Indicators,Labour Statistics,intermediate,5.7,in_progress,58.7,IGOT-07-020,2026-06-30,
212,45,Meena Joshi,Ministry of Agriculture,25,Python for Beginners,Python Programming,beginner,7.0,enrolled,37.3,IGOT-09-025,2026-03-05,
213,46,Manoj Shah,MOSPI Field Operations,18,Advanced Price Statistics,Price Statistics,advanced,3.5,completed,100.0,IGOT-06-018,2026-04-25,2026-08-17
214,46,Manoj Shah,MOSPI Field Operations,65,Leading Organizational Change,Change Management,intermediate,4.4,in_progress,19.7,IGOT-22-065,2026-07-02,
215,46,Manoj Shah,MOSPI Field Operations,61,Effective Communication,Communication Skills,beginner,4.3,enrolled,41.8,IGOT-21-061,2026-08-25,
216,46,Manoj Shah,MOSPI Field Operations,48,Advanced Cyber Defence,Cybersecurity,advanced,6.8,completed,100.0,IGOT-16-048,2026-05-15,2026-08-25
217,46,Manoj Shah,MOSPI Field Operations,24,Monitoring SDG Progress,SDG Indicators,advanced,7.0,in_progress,73.2,IGOT-08-024,2026-08-12,
218,47,Amit Kumar,NSSTA,57,Change Leadership,Leadership,advanced,4.3,completed,100.0,IGOT-19-057,2026-06-26,2026-08-19
219,47,Amit Kumar,NSSTA,63,Advanced Communication,Communication Skills,advanced,6.1,completed,100.0,IGOT-21-063,2026-08-18,2026-08-13
220,47,Amit Kumar,NSSTA,42,Deep Learning Basics,Machine Learning Basics,advanced,2.9,completed,100.0,IGOT-14-042,2026-02-25,2026-08-22
221,48,Asha Nair,National Statistical Office,5,Sampling & Questionnaire Design,Survey Design,intermediate,2.5,in_progress,51.7,IGOT-02-005,2026-05-19,
222,48,Asha Nair,National Statistical Office,14,GDP Compilation Methodology,National Accounts,intermediate,5.1,enrolled,55.2,IGOT-05-014,2026-04-18,
223,48,Asha Nair,National Statistical Office,58,PM Fundamentals,Project Management,beginner,5.7,enrolled,22.1,IGOT-20-058,2026-05-08,
224,48,Asha Nair,National Statistical Office,59,PMP for Government Projects,Project Management,intermediate,6.9,completed,100.0,IGOT-20-059,2026-06-12,2026-08-08
225,48,Asha Nair,National Statistical Office,6,Advanced Survey Methodology,Survey Design,advanced,4.5,completed,100.0,IGOT-02-006,2026-05-02,2026-08-27
226,49,Amit Agarwal,NITI Aayog,38,Dashboard Design with Power BI,Data Visualization,intermediate,6.6,enrolled,70.0,IGOT-13-038,2026-07-31,
227,49,Amit Agarwal,NITI Aayog,7,Probability Sampling Basics,Sampling Techniques,beginner,3.7,in_progress,75.1,IGOT-03-007,2026-03-03,
228,49,Amit Agarwal,NITI Aayog,19,Labour Force Survey Basics,Labour Statistics,beginner,7.2,completed,100.0,IGOT-07-019,2026-07-25,2026-08-20
229,49,Amit Agarwal,NITI Aayog,60,Agile Project Management,Project Management,advanced,3.8,completed,100.0,IGOT-20-060,2026-06-07,2026-08-18
230,49,Amit Agarwal,NITI Aayog,58,PM Fundamentals,Project Management,beginner,5.7,enrolled,21.1,IGOT-20-058,2026-03-30,
231,50,Usha Agarwal,CRS,26,Python for Data Analysis,Python Programming,intermediate,3.1,in_progress,69.7,IGOT-09-026,2026-07-28,
232,50,Usha Agarwal,CRS,59,PMP for Government Projects,Project Management,intermediate,6.9,enrolled,15.3,IGOT-20-059,2026-05-05,
233,50,Usha Agarwal,CRS,12,Advanced Data Analytics,Data Analysis,advanced,5.6,completed,100.0,IGOT-04-012,2026-08-07,2026-08-16
234,50,Usha Agarwal,CRS,17,Price Index Methods,Price Statistics,intermediate,6.0,completed,100.0,IGOT-06-017,2026-02-23,2026-08-07
235,50,Usha Agarwal,CRS,21,Advanced Labour Economics,Labour Statistics,advanced,5.3,completed,100.0,IGOT-07-021,2026-03-25,2026-08-27
236,50,Usha Agarwal,CRS,45,Advanced Cloud Architecture,Cloud Computing,advanced,3.8,completed,100.0,IGOT-15-045,2026-04-10,2026-08-20
237,50,Usha Agarwal,CRS,42,Deep Learning Basics,Machine Learning Basics,advanced,2.9,enrolled,74.1,IGOT-14-042,2026-06-04,
238,51,Ramesh Nair,Ministry of Agriculture,20,Employment & Unemployment Indicators,Labour Statistics,intermediate,5.7,enrolled,42.8,IGOT-07-020,2026-06-10,
239,51,Ramesh Nair,Ministry of Agriculture,21,Advanced Labour Economics,Labour Statistics,advanced,5.3,completed,100.0,IGOT-07-021,2026-06-16,2026-08-12
240,51,Ramesh Nair,Ministry of Agriculture,19,Labour Force Survey Basics,Labour Statistics,beginner,7.2,in_progress,15.6,IGOT-07-019,2026-07-26,
241,51,Ramesh Nair,Ministry of Agriculture,12,Advanced Data Analytics,Data Analysis,advanced,5.6,in_progress,5.3,IGOT-04-012,2026-02-14,
242,51,Ramesh Nair,Ministry of Agriculture,50,PDPB Compliance for Officers,Data Privacy & PDPB,intermediate,6.7,completed,100.0,IGOT-17-050,2026-08-25,2026-08-18
243,51,Ramesh Nair,Ministry of Agriculture,46,Cybersecurity Awareness,Cybersecurity,beginner,4.2,completed,100.0,IGOT-16-046,2026-04-23,2026-08-15
244,52,Pooja Srivastava,NSSTA,64,Change Management Basics,Change Management,beginner,4.2,in_progress,58.0,IGOT-22-064,2026-04-29,
245,52,Pooja Srivastava,NSSTA,31,SQL Basics,SQL & Databases,beginner,3.9,completed,100.0,IGOT-11-031,2026-05-16,2026-08-18
246,53,Geeta Verma,National Statistical Office,1,Introduction to Statistical Methods,Statistical Methods,beginner,6.9,completed,100.0,IGOT-01-001,2026-06-18,2026-08-13
247,53,Geeta Verma,National Statistical Office,32,Intermediate SQL & Database Design,SQL & Databases,intermediate,7.8,completed,100.0,IGOT-11-032,2026-07-06,2026-08-31
248,54,Sanjay Mishra,CRS,19,Labour Force Survey Basics,Labour Statistics,beginner,7.2,enrolled,18.1,IGOT-07-019,2026-08-20,
249,54,Sanjay Mishra,CRS,8,Stratified & Cluster Sampling,Sampling Techniques,intermediate,6.7,completed,100.0,IGOT-03-008,2026-03-27,2026-08-23
250,54,Sanjay Mishra,CRS,45,Advanced Cloud Architecture,Cloud Computing,advanced,3.8,completed,100.0,IGOT-15-045,2026-08-06,2026-08-31
251,55,Priya Mishra,CRS,54,Advanced Digital Infrastructure,Digital Signatures,advanced,2.7,in_progress,65.5,IGOT-18-054,2026-03-25,
252,55,Priya Mishra,CRS,23,SDG Indicator Compilation,SDG Indicators,intermediate,4.4,completed,100.0,IGOT-08-023,2026-04-04,2026-08-07
253,56,Ramesh Shah,NITI Aayog,23,SDG Indicator Compilation,SDG Indicators,intermediate,4.4,completed,100.0,IGOT-08-023,2026-06-07,2026-08-21
254,56,Ramesh Shah,NITI Aayog,59,PMP for Government Projects,Project Management,intermediate,6.9,completed,100.0,IGOT-20-059,2026-08-11,2026-08-08
255,56,Ramesh Shah,NITI Aayog,47,Information Security Management,Cybersecurity,intermediate,2.0,completed,100.0,IGOT-16-047,2026-04-10,2026-08-30
256,56,Ramesh Shah,NITI Aayog,60,Agile Project Management,Project Management,advanced,3.8,completed,100.0,IGOT-20-060,2026-04-30,2026-08-28
257,56,Ramesh Shah,NITI Aayog,3,Advanced Regression Analysis,Statistical Methods,advanced,7.2,enrolled,67.5,IGOT-01-003,2026-06-19,
258,56,Ramesh Shah,NITI Aayog,6,Advanced Survey Methodology,Survey Design,advanced,4.5,completed,100.0,IGOT-02-006,2026-04-16,2026-08-19
259,57,Pooja Pillai,Ministry of Statistics & PI,27,Advanced Python & ML,Python Programming,advanced,7.6,completed,100.0,IGOT-09-027,2026-08-06,2026-08-17
260,57,Pooja Pillai,Ministry of Statistics & PI,66,Advanced Change Strategy,Change Management,advanced,6.0,completed,100.0,IGOT-22-066,2026-03-01,2026-08-23
261,57,Pooja Pillai,Ministry of Statistics & PI,8,Stratified & Cluster Sampling,Sampling Techniques,intermediate,6.7,completed,100.0,IGOT-03-008,2026-03-26,2026-08-05
262,57,Pooja Pillai,Ministry of Statistics & PI,7,Probability Sampling Basics,Sampling Techniques,beginner,3.7,completed,100.0,IGOT-03-007,2026-06-23,2026-08-16
263,57,Pooja Pillai,Ministry of Statistics & PI,37,Data Visualization Basics,Data Visualization,beginner,5.8,completed,100.0,IGOT-13-037,2026-03-22,2026-08-21
264,57,Pooja Pillai,Ministry of Statistics & PI,47,Information Security Management,Cybersecurity,intermediate,2.0,in_progress,60.3,IGOT-16-047,2026-04-23,
265,58,Vinod Srivastava,NITI Aayog,64,Change Management Basics,Change Management,beginner,4.2,completed,100.0,IGOT-22-064,2026-07-10,2026-09-01
266,58,Vinod Srivastava,NITI Aayog,66,Advanced Change Strategy,Change Management,advanced,6.0,enrolled,7.2,IGOT-22-066,2026-03-21,
267,58,Vinod Srivastava,NITI Aayog,24,Monitoring SDG Progress,SDG Indicators,advanced,7.0,enrolled,71.4,IGOT-08-024,2026-07-06,
268,58,Vinod Srivastava,NITI Aayog,57,Change Leadership,Leadership,advanced,4.3,completed,100.0,IGOT-19-057,2026-05-14,2026-08-19
269,58,Vinod Srivastava,NITI Aayog,40,ML Fundamentals for Officers,Machine Learning Basics,beginner,3.5,enrolled,35.0,IGOT-14-040,2026-04-07,
270,58,Vinod Srivastava,NITI Aayog,15,Advanced National Accounts,National Accounts,advanced,5.8,in_progress,6.0,IGOT-05-015,2026-07-08,
271,59,Amit Srivastava,NITI Aayog,37,Data Visualization Basics,Data Visualization,beginner,5.8,completed,100.0,IGOT-13-037,2026-08-27,2026-08-29
272,59,Amit Srivastava,NITI Aayog,33,Advanced SQL & Performance,SQL & Databases,advanced,7.2,completed,100.0,IGOT-11-033,2026-06-02,2026-08-20
273,59,Amit Srivastava,NITI Aayog,9,Advanced Sampling Theory,Sampling Techniques,advanced,2.9,completed,100.0,IGOT-03-009,2026-03-24,2026-09-01
274,59,Amit Srivastava,NITI Aayog,20,Employment & Unemployment Indicators,Labour Statistics,intermediate,5.7,in_progress,22.5,IGOT-07-020,2026-06-03,
275,59,Amit Srivastava,NITI Aayog,63,Advanced Communication,Communication Skills,advanced,6.1,completed,100.0,IGOT-21-063,2026-04-29,2026-08-07
276,59,Amit Srivastava,NITI Aayog,65,Leading Organizational Change,Change Management,intermediate,4.4,enrolled,63.1,IGOT-22-065,2026-04-27,
277,59,Amit Srivastava,NITI Aayog,36,Advanced Spatial Analysis,GIS & Mapping,advanced,7.7,in_progress,61.4,IGOT-12-036,2026-04-13,
278,60,Asha Singh,CRS,60,Agile Project Management,Project Management,advanced,3.8,completed,100.0,IGOT-20-060,2026-02-24,2026-08-11
279,60,Asha Singh,CRS,53,PKI & e-Authentication,Digital Signatures,intermediate,3.0,completed,100.0,IGOT-18-053,2026-04-08,2026-08-15
280,60,Asha Singh,CRS,8,Stratified & Cluster Sampling,Sampling Techniques,intermediate,6.7,enrolled,23.7,IGOT-03-008,2026-03-06,
281,60,Asha Singh,CRS,39,Advanced Visual Analytics,Data Visualization,advanced,2.3,completed,100.0,IGOT-13-039,2026-05-30,2026-08-30
282,61,Mukesh Tiwari,DGET,36,Advanced Spatial Analysis,GIS & Mapping,advanced,7.7,completed,100.0,IGOT-12-036,2026-03-21,2026-08-15
283,61,Mukesh Tiwari,DGET,4,Fundamentals of Survey Design,Survey Design,beginner,7.8,in_progress,56.4,IGOT-02-004,2026-05-21,
284,61,Mukesh Tiwari,DGET,44,Government Cloud Platforms,Cloud Computing,intermediate,7.9,in_progress,58.6,IGOT-15-044,2026-02-17,
285,62,Ravi Mishra,DGET,41,Applied Machine Learning,Machine Learning Basics,intermediate,3.1,enrolled,49.7,IGOT-14-041,2026-06-29,
286,62,Ravi Mishra,DGET,5,Sampling & Questionnaire Design,Survey Design,intermediate,2.5,completed,100.0,IGOT-02-005,2026-05-05,2026-08-06
287,62,Ravi Mishra,DGET,35,QGIS for Government Data,GIS & Mapping,intermediate,5.7,completed,100.0,IGOT-12-035,2026-07-04,2026-08-16
288,62,Ravi Mishra,DGET,53,PKI & e-Authentication,Digital Signatures,intermediate,3.0,completed,100.0,IGOT-18-053,2026-07-15,2026-08-29
289,63,Rajesh Tiwari,CSO,5,Sampling & Questionnaire Design,Survey Design,intermediate,2.5,completed,100.0,IGOT-02-005,2026-08-22,2026-08-07
290,63,Rajesh Tiwari,CSO,26,Python for Data Analysis,Python Programming,intermediate,3.1,completed,100.0,IGOT-09-026,2026-04-22,2026-08-28
291,63,Rajesh Tiwari,CSO,12,Advanced Data Analytics,Data Analysis,advanced,5.6,in_progress,35.6,IGOT-04-012,2026-04-27,
292,63,Rajesh Tiwari,CSO,57,Change Leadership,Leadership,advanced,4.3,completed,100.0,IGOT-19-057,2026-06-10,2026-08-08
293,64,Harish Chaudhary,CSO,19,Labour Force Survey Basics,Labour Statistics,beginner,7.2,enrolled,46.3,IGOT-07-019,2026-02-27,
294,64,Harish Chaudhary,CSO,13,National Accounts Basics,National Accounts,beginner,3.4,completed,100.0,IGOT-05-013,2026-07-30,2026-09-01
295,64,Harish Chaudhary,CSO,17,Price Index Methods,Price Statistics,intermediate,6.0,completed,100.0,IGOT-06-017,2026-08-17,2026-08-11
296,64,Harish Chaudhary,CSO,27,Advanced Python & ML,Python Programming,advanced,7.6,completed,100.0,IGOT-09-027,2026-08-06,2026-08-22
297,65,Ashok Shah,Ministry of Agriculture,6,Advanced Survey Methodology,Survey Design,advanced,4.5,completed,100.0,IGOT-02-006,2026-07-08,2026-08-26
298,65,Ashok Shah,Ministry of Agriculture,14,GDP Compilation Methodology,National Accounts,intermediate,5.1,completed,100.0,IGOT-05-014,2026-06-19,2026-08-15
299,65,Ashok Shah,Ministry of Agriculture,40,ML Fundamentals for Officers,Machine Learning Basics,beginner,3.5,completed,100.0,IGOT-14-040,2026-05-08,2026-08-11
300,65,Ashok Shah,Ministry of Agriculture,3,Advanced Regression Analysis,Statistical Methods,advanced,7.2,enrolled,29.5,IGOT-01-003,2026-07-19,
301,65,Ashok Shah,Ministry of Agriculture,27,Advanced Python & ML,Python Programming,advanced,7.6,completed,100.0,IGOT-09-027,2026-07-30,2026-09-01
302,66,Sanjay Mishra,Ministry of Statistics & PI,66,Advanced Change Strategy,Change Management,advanced,6.0,completed,100.0,IGOT-22-066,2026-06-20,2026-08-28
303,66,Sanjay Mishra,Ministry of Statistics & PI,14,GDP Compilation Methodology,National Accounts,intermediate,5.1,completed,100.0,IGOT-05-014,2026-04-04,2026-08-25
304,66,Sanjay Mishra,Ministry of Statistics & PI,27,Advanced Python & ML,Python Programming,advanced,7.6,in_progress,11.4,IGOT-09-027,2026-03-25,
305,66,Sanjay Mishra,Ministry of Statistics & PI,35,QGIS for Government Data,GIS & Mapping,intermediate,5.7,completed,100.0,IGOT-12-035,2026-04-12,2026-08-18
306,66,Sanjay Mishra,Ministry of Statistics & PI,23,SDG Indicator Compilation,SDG Indicators,intermediate,4.4,enrolled,16.7,IGOT-08-023,2026-04-30,
307,66,Sanjay Mishra,Ministry of Statistics & PI,36,Advanced Spatial Analysis,GIS & Mapping,advanced,7.7,enrolled,14.5,IGOT-12-036,2026-08-15,
308,67,Pushpa Srivastava,Ministry of Agriculture,55,Leadership in Public Service,Leadership,beginner,6.1,in_progress,68.4,IGOT-19-055,2026-03-30,
309,67,Pushpa Srivastava,Ministry of Agriculture,51,Advanced Data Governance,Data Privacy & PDPB,advanced,7.5,completed,100.0,IGOT-17-051,2026-03-24,2026-08-21
310,68,Shobha Yadav,Ministry of Statistics & PI,43,Cloud Computing Concepts,Cloud Computing,beginner,4.8,completed,100.0,IGOT-15-043,2026-07-26,2026-08-30
311,68,Shobha Yadav,Ministry of Statistics & PI,26,Python for Data Analysis,Python Programming,intermediate,3.1,completed,100.0,IGOT-09-026,2026-08-04,2026-08-18
312,68,Shobha Yadav,Ministry of Statistics & PI,11,Intermediate Data Analysis with Python,Data Analysis,intermediate,4.4,completed,100.0,IGOT-04-011,2026-03-06,2026-08-12
313,68,Shobha Yadav,Ministry of Statistics & PI,60,Agile Project Management,Project Management,advanced,3.8,completed,100.0,IGOT-20-060,2026-04-30,2026-08-25
314,69,Pooja Shah,Ministry of Statistics & PI,19,Labour Force Survey Basics,Labour Statistics,beginner,7.2,completed,100.0,IGOT-07-019,2026-07-13,2026-08-10
315,69,Pooja Shah,Ministry of Statistics & PI,34,Introduction to GIS,GIS & Mapping,beginner,6.3,completed,100.0,IGOT-12-034,2026-06-06,2026-08-18
316,69,Pooja Shah,Ministry of Statistics & PI,47,Information Security Management,Cybersecurity,intermediate,2.0,completed,100.0,IGOT-16-047,2026-08-21,2026-08-30
317,70,Ravi Chaudhary,NITI Aayog,15,Advanced National Accounts,National Accounts,advanced,5.8,completed,100.0,IGOT-05-015,2026-05-31,2026-08-13
318,70,Ravi Chaudhary,NITI Aayog,45,Advanced Cloud Architecture,Cloud Computing,advanced,3.8,completed,100.0,IGOT-15-045,2026-07-27,2026-08-16
319,70,Ravi Chaudhary,NITI Aayog,62,Presentation & Report Writing,Communication Skills,intermediate,5.9,enrolled,41.5,IGOT-21-062,2026-02-27,
320,70,Ravi Chaudhary,NITI Aayog,60,Agile Project Management,Project Management,advanced,3.8,enrolled,34.3,IGOT-20-060,2026-03-15,
321,70,Ravi Chaudhary,NITI Aayog,22,Introduction to SDG Framework,SDG Indicators,beginner,2.2,enrolled,76.3,IGOT-08-022,2026-04-14,
322,71,Mukesh Srivastava,Ministry of Finance,52,Digital Signatures Basics,Digital Signatures,beginner,5.2,completed,100.0,IGOT-18-052,2026-05-22,2026-08-30
323,71,Mukesh Srivastava,Ministry of Finance,53,PKI & e-Authentication,Digital Signatures,intermediate,3.0,completed,100.0,IGOT-18-053,2026-07-06,2026-08-06
324,71,Mukesh Srivastava,Ministry of Finance,31,SQL Basics,SQL & Databases,beginner,3.9,completed,100.0,IGOT-11-031,2026-05-10,2026-08-07
325,71,Mukesh Srivastava,Ministry of Finance,32,Intermediate SQL & Database Design,SQL & Databases,intermediate,7.8,completed,100.0,IGOT-11-032,2026-04-05,2026-08-07
326,71,Mukesh Srivastava,Ministry of Finance,21,Advanced Labour Economics,Labour Statistics,advanced,5.3,completed,100.0,IGOT-07-021,2026-04-11,2026-08-10
327,72,Manoj Yadav,MOSPI Field Operations,23,SDG Indicator Compilation,SDG Indicators,intermediate,4.4,enrolled,58.3,IGOT-08-023,2026-05-02,
328,72,Manoj Yadav,MOSPI Field Operations,10,Introduction to Data Analysis,Data Analysis,beginner,3.8,completed,100.0,IGOT-04-010,2026-04-08,2026-08-29
329,72,Manoj Yadav,MOSPI Field Operations,63,Advanced Communication,Communication Skills,advanced,6.1,completed,100.0,IGOT-21-063,2026-07-14,2026-08-23
330,73,Harish Singh,CSO,9,Advanced Sampling Theory,Sampling Techniques,advanced,2.9,enrolled,13.1,IGOT-03-009,2026-07-24,
331,73,Harish Singh,CSO,14,GDP Compilation Methodology,National Accounts,intermediate,5.1,completed,100.0,IGOT-05-014,2026-02-16,2026-08-12
332,73,Harish Singh,CSO,49,Data Privacy Fundamentals,Data Privacy & PDPB,beginner,6.5,enrolled,73.1,IGOT-17-049,2026-03-12,
333,73,Harish Singh,CSO,42,Deep Learning Basics,Machine Learning Basics,advanced,2.9,in_progress,45.8,IGOT-14-042,2026-06-15,
334,73,Harish Singh,CSO,64,Change Management Basics,Change Management,beginner,4.2,completed,100.0,IGOT-22-064,2026-03-24,2026-08-14
335,74,Anita Patel,CSO,26,Python for Data Analysis,Python Programming,intermediate,3.1,completed,100.0,IGOT-09-026,2026-08-06,2026-08-14
336,74,Anita Patel,CSO,27,Advanced Python & ML,Python Programming,advanced,7.6,enrolled,60.0,IGOT-09-027,2026-04-20,
337,74,Anita Patel,CSO,41,Applied Machine Learning,Machine Learning Basics,intermediate,3.1,completed,100.0,IGOT-14-041,2026-07-27,2026-08-05
338,74,Anita Patel,CSO,39,Advanced Visual Analytics,Data Visualization,advanced,2.3,completed,100.0,IGOT-13-039,2026-08-13,2026-08-21
339,74,Anita Patel,CSO,56,Strategic Leadership,Leadership,intermediate,3.6,completed,100.0,IGOT-19-056,2026-08-15,2026-09-01
340,75,Vikram Srivastava,CRS,46,Cybersecurity Awareness,Cybersecurity,beginner,4.2,completed,100.0,IGOT-16-046,2026-05-20,2026-08-12
341,75,Vikram Srivastava,CRS,15,Advanced National Accounts,National Accounts,advanced,5.8,completed,100.0,IGOT-05-015,2026-02-27,2026-08-20
342,75,Vikram Srivastava,CRS,37,Data Visualization Basics,Data Visualization,beginner,5.8,completed,100.0,IGOT-13-037,2026-05-23,2026-08-19
343,75,Vikram Srivastava,CRS,56,Strategic Leadership,Leadership,intermediate,3.6,completed,100.0,IGOT-19-056,2026-07-05,2026-08-11
344,75,Vikram Srivastava,CRS,2,Inferential Statistics & Hypothesis Testing,Statistical Methods,intermediate,6.6,in_progress,47.7,IGOT-01-002,2026-07-11,
345,75,Vikram Srivastava,CRS,16,CPI & WPI Fundamentals,Price Statistics,beginner,3.9,completed,100.0,IGOT-06-016,2026-05-22,2026-08-06
346,75,Vikram Srivastava,CRS,28,Introduction to R,R Programming,beginner,5.5,completed,100.0,IGOT-10-028,2026-05-14,2026-08-28
347,76,Nisha Srivastava,Ministry of Agriculture,17,Price Index Methods,Price Statistics,intermediate,6.0,enrolled,18.0,IGOT-06-017,2026-04-26,
348,76,Nisha Srivastava,Ministry of Agriculture,18,Advanced Price Statistics,Price Statistics,advanced,3.5,completed,100.0,IGOT-06-018,2026-07-25,2026-08-30
349,76,Nisha Srivastava,Ministry of Agriculture,2,Inferential Statistics & Hypothesis Testing,Statistical Methods,intermediate,6.6,in_progress,62.8,IGOT-01-002,2026-05-14,
350,76,Nisha Srivastava,Ministry of Agriculture,10,Introduction to Data Analysis,Data Analysis,beginner,3.8,completed,100.0,IGOT-04-010,2026-03-03,2026-08-13
351,77,Rajesh Agarwal,DGET,24,Monitoring SDG Progress,SDG Indicators,advanced,7.0,completed,100.0,IGOT-08-024,2026-05-30,2026-08-25
352,77,Rajesh Agarwal,DGET,59,PMP for Government Projects,Project Management,intermediate,6.9,in_progress,43.2,IGOT-20-059,2026-08-27,
353,77,Rajesh Agarwal,DGET,66,Advanced Change Strategy,Change Management,advanced,6.0,completed,100.0,IGOT-22-066,2026-04-23,2026-08-05
354,77,Rajesh Agarwal,DGET,55,Leadership in Public Service,Leadership,beginner,6.1,in_progress,69.1,IGOT-19-055,2026-06-21,
355,77,Rajesh Agarwal,DGET,58,PM Fundamentals,Project Management,beginner,5.7,completed,100.0,IGOT-20-058,2026-04-11,2026-08-14
356,78,Sanjay Joshi,Ministry of Finance,5,Sampling & Questionnaire Design,Survey Design,intermediate,2.5,completed,100.0,IGOT-02-005,2026-04-27,2026-08-10
